"","X","AllScores","AllAiScores","filename","kaiscore","AiRanges","aiRange","kaiscore_numeric","mean_score","sd_score","max_score","mean_kaiscore"
"347",26,4405.85604767441,20,"results/rawdata/Car_ai45.csv","45","20",20,45,13812.5959719065,13055.832683001,38762.2895512251,47.5
"348",27,32461.0675370639,20,"results/rawdata/Car_ai45.csv","45","20",20,45,13812.5959719065,13055.832683001,38762.2895512251,47.5
"349",28,-2341.43767229892,20,"results/rawdata/Car_ai45.csv","45","20",20,45,13812.5959719065,13055.832683001,38762.2895512251,47.5
"350",29,9390.54258697382,20,"results/rawdata/Car_ai45.csv","45","20",20,45,13812.5959719065,13055.832683001,38762.2895512251,47.5
"351",30,22408.6926782895,20,"results/rawdata/Car_ai45.csv","45","20",20,45,13812.5959719065,13055.832683001,38762.2895512251,47.5
"352",31,440.761095093996,20,"results/rawdata/Car_ai45.csv","45","20",20,45,13812.5959719065,13055.832683001,38762.2895512251,47.5
"353",32,20208.2398693201,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"354",33,10579.4010044512,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"355",34,41664.1161809557,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"356",35,18042.3541842632,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"357",36,24322.8255212748,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"358",37,9795.15983964392,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"359",38,37941.7361864794,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"360",39,19107.2975326041,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"361",40,2907.31522893466,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"362",41,20570.7695136894,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"363",42,28908.7583816827,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"364",43,30203.763329587,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"365",44,947.008423751098,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"366",45,31994.5198327344,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"367",46,31240.5379931318,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"368",47,24977.8728159593,40,"results/rawdata/Car_ai45.csv","45","40",40,45,21133.529127332,11942.5219242605,42501.6333392595,52.5
"369",48,11749.0032138281,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"370",49,22328.3279220407,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"371",50,30223.5047825478,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"372",51,31527.480165092,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"373",52,21185.0509346528,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"374",53,21865.2486877432,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"375",54,33547.0285355543,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"376",55,38994.3884515438,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"377",56,26051.8933050855,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"378",57,39971.3552220653,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"379",58,9575.70882350006,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"380",59,23581.1971866781,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"381",60,33741.5670001706,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"382",61,32579.7227317172,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"383",62,38779.9469788484,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"384",63,1922.65994649162,60,"results/rawdata/Car_ai45.csv","45","60",60,45,27507.0118737468,9345.37656616984,40150.4580647636,57.5
"385",64,20755.4929825427,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"386",65,27413.3146472963,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"387",66,34619.6436034559,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"388",67,-2001.77106484898,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"389",68,35623.8910662523,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"390",69,33484.5026830178,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"391",70,34758.4770565949,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"392",71,42656.4775411296,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"393",72,23039.1299929576,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"394",73,40430.3482457885,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"395",74,42749.6078292983,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"396",75,34530.209058237,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"397",76,24033.9821118637,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"398",77,32525.2583616775,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"399",78,35784.210713114,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"400",79,45255.0599830238,80,"results/rawdata/Car_ai45.csv","45","80",80,45,33303.9339451683,10418.4918998596,51647.1935512643,62.5
"401",0,7327.24637869502,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"402",1,31498.7028562181,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"403",2,31183.5867490194,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"404",3,34202.3608625123,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"405",4,34548.9602967544,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"406",5,32055.353019595,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"407",6,10217.3429191299,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"408",7,32457.9853256247,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"409",8,29506.0946214443,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"410",9,18402.7461200075,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"411",10,8433.37969231401,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"412",11,17894.4271513241,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"413",12,24244.8010739742,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"414",13,26928.275319852,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"415",14,13289.4493271884,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"416",15,23687.9825699042,0,"results/rawdata/Car_ai57.csv","57","0",0,57,23958.8076932077,10945.1327318945,40532.8176862337,57
"417",16,36339.795122669,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"418",17,5602.37614945339,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"419",18,29260.0830378374,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"420",19,20765.4755323871,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"421",20,34130.9957873774,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"422",21,21903.0341134455,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"423",22,23265.3765333147,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"424",23,2740.13368594422,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"425",24,-6760.13104887433,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"426",25,29852.7081728408,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"427",26,29308.2381734176,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"428",27,34437.5280988418,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"429",28,12366.9862753201,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"430",29,10812.3326674454,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"431",30,28315.247961802,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"432",31,26254.4865635874,20,"results/rawdata/Car_ai57.csv","57","20",20,57,22108.6578422615,11874.3174022342,38381.3821905142,57
"433",32,46307.8702165837,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"434",33,19766.9435407836,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"435",34,23040.7252435027,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"436",35,17695.7165933654,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"437",36,33873.1622794227,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"438",37,7306.46825489325,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"439",38,27755.9841983553,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"440",39,30124.0705337483,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"441",40,33277.6135574596,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"442",41,6946.18778223787,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"443",42,34013.3714945365,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"444",43,28150.3148606338,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"445",44,9681.50605667244,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"446",45,20066.4192714732,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"447",46,10184.1236956876,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"448",47,27188.0346366208,40,"results/rawdata/Car_ai57.csv","57","40",40,57,26429.2422721035,10816.4533988437,46307.8702165837,58.5
"449",48,17635.9155552401,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"450",49,34886.0467244747,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"451",50,42408.1817658375,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"452",51,41647.1298246136,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"453",52,38470.2928599319,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"454",53,31726.0582501362,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"455",54,40122.5330540485,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"456",55,-6482.0264653903,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"457",56,49516.0939141532,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"458",57,29134.828116734,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"459",58,32547.4647081215,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"460",59,37413.9673288629,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"461",60,28512.8998829601,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"462",61,24535.7351592093,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"463",62,14192.3093561737,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"464",63,33011.2957310158,60,"results/rawdata/Car_ai57.csv","57","60",60,57,33764.7539660361,11166.1616924064,49516.0939141532,63.5
"465",64,44302.3507020882,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"466",65,43077.3478298294,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"467",66,19960.8950785859,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"468",67,39253.2691055164,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"469",68,40540.6244805207,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"470",69,44384.116565837,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"471",70,41043.9735039974,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"472",71,47899.6267536324,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"473",72,39008.0893800864,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"474",73,30610.3788239898,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"475",74,46337.1923674066,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"476",75,35941.0310947371,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"477",76,45597.4414050001,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"478",77,43249.8331999871,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"479",78,36706.9799826109,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"480",79,48094.3356011928,80,"results/rawdata/Car_ai57.csv","57","80",80,57,39713.1665955666,9834.13244708401,51200.0395072488,68.5
"481",0,20230.6167079411,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"482",1,42078.7223438249,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"483",2,32763.0622320194,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"484",3,34532.3030564833,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"485",4,36628.0226869169,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"486",5,48908.6729838395,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"487",6,46404.7118127627,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"488",7,39034.4358078731,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"489",8,30987.4277413066,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"490",9,26991.6590007269,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"491",10,44770.7573762654,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"492",11,32842.3384069277,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"493",12,32749.1705805397,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"494",13,34143.9212397932,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"495",14,42221.0281784921,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"496",15,35763.6408170397,0,"results/rawdata/Car_ai70.csv","70","0",0,70,31487.3725128597,9431.82624339187,48908.6729838395,70
"497",16,37301.6422088758,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"498",17,36701.5813175612,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"499",18,33983.1301215113,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"500",19,33099.6828793047,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"501",20,33931.9355137213,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"502",21,44624.6354695737,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"503",22,41042.3508434168,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"504",23,44416.5283954159,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"505",24,37115.369885202,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"506",25,36019.9471913992,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"507",26,13717.1902444758,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"508",27,33871.3889586516,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"509",28,21343.1120290613,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"510",29,34454.3973522292,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"511",30,22700.6900170258,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"512",31,29281.09611076,20,"results/rawdata/Car_ai70.csv","70","20",20,70,33723.8443808646,8849.96354568479,47685.0832086009,70
"513",32,41565.6970775302,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"514",33,47227.2073913732,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"515",34,44486.3520670943,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"516",35,26761.0922682683,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"517",36,29541.5566629054,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"518",37,46868.8314601632,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"519",38,40880.6912028839,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"520",39,35588.0995725808,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"521",40,30073.2004982349,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"522",41,39483.0077091426,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"523",42,29226.5195373546,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"524",43,37727.4029113087,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"525",44,42018.6946550463,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"526",45,42373.1503470559,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"527",46,31528.9469196886,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"528",47,17379.4799769803,40,"results/rawdata/Car_ai70.csv","70","40",40,70,37806.0263868291,9341.70733690175,49584.591518948,70
"529",48,50608.5251415643,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"530",49,41821.4710999394,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"531",50,42335.1589954695,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"532",51,43057.9352170187,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"533",52,46433.959094801,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"534",53,43421.6469920471,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"535",54,48022.6891617282,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"536",55,44802.2154440376,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"537",56,40282.6680422187,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"538",57,48080.8580609195,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"539",58,48255.2858078938,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"540",59,42378.2309133792,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"541",60,36371.6813999406,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"542",61,40436.7351696633,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"543",62,53071.1375776226,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"544",63,41403.1696660454,60,"results/rawdata/Car_ai70.csv","70","60",60,70,42159.1899507638,7417.37056892375,53071.1375776226,70
"545",64,36108.1766387198,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75
"546",65,52372.673637115,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75
"547",66,48901.4807161451,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75
"548",67,43038.8758518563,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75
"549",68,38771.3530255488,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75
"550",69,53848.3066845329,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75
"551",70,44478.1630667007,80,"results/rawdata/Car_ai70.csv","70","80",80,70,46962.9872872732,7273.34634670109,56923.4108147033,75
